Time (s),Ay (m/s²),Fᵧ (N)
13.550000190734863,-5.866532802581787,0.589631199836731
13.555000305175781,-5.965302467346191,0.5707500576972961
13.5600004196167,-6.069097518920898,0.5500706434249878
13.5649995803833,-6.2320756912231445,0.531639039516449
13.569999694824219,-6.334657669067383,0.5109596848487854
13.574999809265137,-6.455288410186768,0.4875829815864563
13.579999923706055,-6.569953918457031,0.46510544419288635
13.585000038146973,-6.663516044616699,0.44217830896377563
13.59000015258789,-6.860311985015869,0.4143061339855194
13.595000267028809,-7.035267353057861,0.38373664021492004
13.600000381469727,-7.162868976593018,0.3567635416984558
13.604999542236328,-7.27927827835083,0.33113911747932434
13.609999656677246,-7.44651460647583,0.3041660487651825
13.614999771118164,-7.624922752380371,0.27269744873046875
13.619999885559082,-7.775249481201172,0.24032974243164062
13.625,-7.916182518005371,0.21110890805721283
13.630000114440918,-7.89942741394043,0.18098895251750946
13.635000228881836,-8.226327896118164,0.14772216975688934
13.640000343322754,-8.460797309875488,0.11805178970098495
13.645000457763672,-8.670572280883789,0.08658318966627121
13.649999618530273,-8.798140525817871,0.04971998184919357
13.654999732971191,-8.984048843383789,0.017352288588881493
13.65999984741211,-9.197361946105957,-0.015015410259366035
13.664999961853027,-9.369860649108887,-0.04963086172938347
13.670000076293945,-9.521183967590332,-0.0815490111708641
13.675000190734863,-9.707801818847656,-0.11391670256853104
13.680000305175781,-9.907532691955566,-0.14763306081295013
13.6850004196167,-10.11924934387207,-0.18179897964000702
13.6899995803833,-10.332781791687012,-0.2164144217967987
13.694999694824219,-10.52275562286377,-0.2460848093032837
13.699999809265137,-10.670848846435547,-0.2703605592250824
13.704999923706055,-10.817366600036621,-0.2955354154109955
13.710000038146973,-11.02234935760498,-0.3274535536766052
13.71500015258789,-11.24419116973877,-0.3620690405368805
13.720000267028809,-11.363018989562988,-0.39353764057159424
13.725000381469727,-11.556388854980469,-0.4232080280780792
13.729999542236328,-11.706770896911621,-0.4528784155845642
13.734999656677246,-11.861466407775879,-0.48389750719070435
13.739999771118164,-12.01386833190918,-0.5135678648948669
13.744999885559082,-12.181082725524902,-0.5423391461372375
13.75,-12.281294822692871,-0.5733582377433777
13.755000114440918,-12.481232643127441,-0.6043772101402283
13.760000228881836,-12.6648530960083,-0.6326988935470581
13.765000343322754,-12.853426933288574,-0.6596720218658447
13.770000457763672,-12.993706703186035,-0.6839478015899658
13.774999618530273,-13.108870506286621,-0.7055261731147766
13.779999732971191,-13.186668395996094,-0.7284532785415649
13.78499984741211,-13.342708587646484,-0.7549768686294556
13.789999961853027,-13.467421531677246,-0.7770048975944519
13.795000076293945,-13.580216407775879,-0.793638288974762
13.800000190734863,-13.66347599029541,-0.8129689693450928
13.805000305175781,-13.755594253540039,-0.8314005732536316
13.8100004196167,-13.887054443359375,-0.8498321771621704
13.8149995803833,-13.997625350952148,-0.8642178177833557
13.819999694824219,-14.02735424041748,-0.879502534866333
13.824999809265137,-14.071678161621094,-0.8943377137184143
13.829999923706055,-14.137859344482422,-0.9078243374824524
13.835000038146973,-14.174657821655273,-0.9163658022880554
13.84000015258789,-14.175115585327148,-0.9217604398727417
13.845000267028809,-14.257002830505371,-0.929852306842804
13.850000381469727,-14.321551322937012,-0.936595618724823
13.854999542236328,-14.371354103088379,-0.9415406584739685
13.859999656677246,-14.350508689880371,-0.9473848342895508
13.864999771118164,-14.403682708740234,-0.954128086566925
13.869999885559082,-14.366351127624512,-0.9599722623825073
13.875,-14.393110275268555,-0.9595227241516113
13.880000114440918,-14.380943298339844,-0.9599723219871521
13.885000228881836,-14.336465835571289,-0.9622200727462769
13.890000343322754,-14.38787841796875,-0.9568254351615906
13.895000457763672,-14.32653522491455,-0.9478344321250916
13.899999618530273,-14.326735496520996,-0.9352469444274902
13.904999732971191,-14.24441909790039,-0.9204117655754089
13.90999984741211,-14.088089942932129,-0.9091729521751404
13.914999961853027,-14.124691009521484,-0.9082738161087036
13.920000076293945,-14.089825630187988,-0.9042279124259949
13.925000190734863,-14.068350791931152,-0.8925395607948303
13.930000305175781,-13.932863235473633,-0.8795025944709778
13.9350004196167,-13.908236503601074,-0.8633187413215637
13.9399995803833,-13.798267364501953,-0.8462357521057129
13.944999694824219,-13.774864196777344,-0.8291528224945068
13.949999809265137,-13.670570373535156,-0.81162029504776
13.954999923706055,-13.56598949432373,-0.7927391529083252
13.960000038146973,-13.413030624389648,-0.7747570872306824
13.96500015258789,-13.301411628723145,-0.7536281943321228
13.970000267028809,-13.193760871887207,-0.7307010889053345
13.975000381469727,-12.85855770111084,-0.7068748474121094
13.979999542236328,-12.898639678955078,-0.6821494698524475
13.984999656677246,-12.712006568908691,-0.6574242115020752
13.989999771118164,-12.602612495422363,-0.6313503384590149
13.994999885559082,-12.432947158813477,-0.604377269744873
14,-12.127965927124023,-0.5747068524360657
14.005000114440918,-12.02001953125,-0.5468347072601318
14.010000228881836,-11.855180740356445,-0.5194120407104492
14.015000343322754,-11.785473823547363,-0.48884254693984985
14.020000457763672,-11.563451766967773,-0.45647484064102173
14.024999618530273,-11.308026313781738,-0.42590534687042236
14.029999732971191,-11.270098686218262,-0.39353761076927185
14.03499984741211,-11.078116416931152,-0.3625185787677765
14.039999961853027,-10.915003776550293,-0.3337472677230835
14.045000076293945,-10.693191528320312,-0.30227866768836975
14.050000190734863,-10.568693161010742,-0.27260833978652954
14.055000305175781,-10.261597633361816,-0.24698391556739807
14.0600004196167,-10.026985168457031,-0.2213594913482666
14.0649995803833,-9.997066497802734,-0.19348730146884918
14.069999694824219,-9.809553146362305,-0.16067004203796387
14.074999809265137,-9.606473922729492,-0.126054584980011
14.079999923706055,-9.429400444030762,-0.0918886810541153
14.085000038146973,-9.279435157775879,-0.053676825016736984
14.09000015258789,-9.091608047485352,-0.01816227100789547
14.095000267028809,-8.89988899230957,0.009260362945497036
14.100000381469727,-8.738143920898438,0.038481198251247406
14.104999542236328,-8.607137680053711,0.07219754904508591
14.109999656677246,-8.390522956848145,0.10546435415744781
14.114999771118164,-8.178760528564453,0.13738247752189636
14.119999885559082,-8.043639183044434,0.1688510775566101
14.125,-7.851813316345215,0.1985214650630951
14.130000114440918,-7.722823619842529,0.23043960332870483
14.135000228881836,-7.545722961425781,0.26370641589164734
14.140000343322754,-7.400793552398682,0.29247772693634033
14.145000457763672,-7.2511420249938965,0.3176526129245758
14.149999618530273,-7.115922927856445,0.34372657537460327
14.154999732971191,-6.971667289733887,0.3715987503528595
14.15999984741211,-6.781148910522461,0.39767271280288696
14.164999961853027,-6.6527509689331055,0.4241962730884552
14.170000076293945,-6.4445109367370605,0.4489215612411499
14.175000190734863,-6.375364303588867,0.47409647703170776
14.180000305175781,-6.311256408691406,0.49882176518440247
14.1850004196167,-6.210474491119385,0.5181525349617004
14.1899995803833,-5.958122253417969,0.5361345410346985
14.194999694824219,-5.985804080963135,0.5541166067123413
14.199999809265137,-5.951806545257568,0.5747959613800049
14.204999923706055,-5.831018924713135,0.5959249138832092
14.210000038146973,-5.739103317260742,0.613457441329956
14.21500015258789,-5.674227714538574,0.6269439458847046
14.220000267028809,-5.58613395690918,0.6390818953514099
14.225000381469727,-5.526521682739258,0.6512197256088257
14.229999542236328,-5.438141345977783,0.6629080772399902
14.234999656677246,-5.361851692199707,0.672798216342926
14.239999771118164,-5.343969345092773,0.6808901429176331
14.244999885559082,-5.3261566162109375,0.6867343187332153
14.25,-5.301403999328613,0.6907802820205688
14.255000114440918,-5.258975505828857,0.6961748600006104
14.260000228881836,-5.244358062744141,0.6997713446617126
14.265000343322754,-5.2176666259765625,0.7006704211235046
14.270000457763672,-5.202122211456299,0.6997712850570679
14.274999618530273,-5.218137741088867,0.7002208232879639
14.279999732971191,-5.2508769035339355,0.7006704211235046
14.28499984741211,-5.287213325500488,0.6988721489906311
14.289999961853027,-5.312796115875244,0.6957253217697144
14.295000076293945,-5.352328777313232,0.6921289563179016
14.300000190734863,-5.3520307540893555,0.6871838569641113
14.305000305175781,-5.400148868560791,0.6790919899940491
